$S PC/LIMS V1
$S Devices V1
$S device PC Control V1
P 3.0	S 2213520755
$E
$S device 841 Titrando V1
P 5.841.0014	S 02102
$S ADC1
ADC 3.770.0110	S 08679
$E
$S MSB1
$S 801
S 06255	
$E
$E
$S MSB2
$S 800
S 06203	
$E
$E
$E
$E
$S Sample data V1
4		10.0	mL
$E
$S MPL V1
$S Mode 1
1	0.0	3.746	2.45000	0.0	25.0
2	2.0	3.744	2.49000	1353.4	25.0
3	4.0	3.714	2.54900	1801.7	25.0
4	6.0	3.684	2.60500	1733.4	25.0
5	8.0	3.634	2.64800	1429.0	25.0
6	10.0	3.612	2.68000	848.5	25.0
7	12.0	3.582	2.72500	1339.2	25.0
8	14.0	3.563	2.76800	1322.5	25.0
9	16.0	3.537	2.80900	1230.6	25.0
10	18.0	3.517	2.84800	1171.8	25.0
11	20.0	3.498	2.88500	1113.1	25.0
12	22.0	3.443	2.92000	1070.9	25.0
13	24.0	3.463	2.93400	632.3	25.0
14	26.0	3.452	2.95600	509.1	25.0
15	28.0	3.443	2.98700	951.6	25.0
16	30.0	3.436	3.01900	966.5	25.0
17	32.0	3.419	3.05000	931.6	25.0
18	34.0	3.406	3.07900	890.5	25.0
19	36.0	3.394	3.10800	868.6	25.0
20	38.0	3.380	3.13700	850.2	25.0
21	40.0	3.371	3.16400	829.2	25.0
22	42.0	3.360	3.19100	811.4	25.0
23	44.0	3.345	3.21700	783.5	25.0
24	46.0	3.344	3.24300	764.2	25.0
25	48.0	3.336	3.26800	751.7	25.0
26	50.0	3.327	3.29200	746.3	25.0
27	52.0	3.311	3.31700	731.7	25.0
28	54.0	3.306	3.34000	711.0	25.0
29	56.0	3.304	3.36400	700.1	25.0
30	58.0	3.292	3.38700	695.6	25.0
31	60.0	3.289	3.41000	676.5	25.0
32	62.0	3.282	3.43200	673.4	25.0
33	64.0	3.271	3.45400	666.2	25.0
34	66.0	3.264	3.47600	642.2	25.0
35	68.0	3.264	3.49700	647.6	25.0
36	70.0	3.257	3.51800	636.5	25.0
37	72.0	3.250	3.53900	627.5	25.0
38	74.0	3.244	3.56000	624.3	25.0
39	76.0	3.238	3.58000	594.9	25.0
40	78.0	3.233	3.60100	628.6	25.0
41	80.0	3.228	3.62100	593.3	25.0
42	82.0	3.221	3.64100	600.0	25.0
43	84.0	3.215	3.66000	569.8	25.0
44	86.0	3.212	3.68000	595.5	25.0
45	88.0	3.207	3.69900	568.9	25.0
46	90.0	3.202	3.71800	571.5	25.0
47	92.0	3.197	3.73700	564.1	25.0
48	94.0	3.182	3.75600	558.3	25.0
49	96.0	3.185	3.77400	552.6	25.0
50	98.0	3.183	3.79300	553.2	25.0
51	100.0	3.178	3.81100	552.7	25.0
52	102.0	3.171	3.82900	547.6	25.0
53	104.0	3.171	3.84700	545.8	25.0
54	106.0	3.164	3.86500	539.3	25.0
55	108.0	3.157	3.88300	533.2	25.0
56	110.0	3.156	3.90100	528.8	25.0
57	112.0	3.152	3.91800	530.6	25.0
58	114.0	3.149	3.93600	525.3	25.0
59	116.0	3.146	3.95300	522.4	25.0
60	118.0	3.140	3.97100	518.6	25.0
61	120.0	3.139	3.98800	516.6	25.0
62	122.0	3.136	4.00500	512.8	25.0
63	124.0	3.129	4.02200	514.9	25.0
64	126.0	3.127	4.03900	509.3	25.0
65	128.0	3.124	4.05600	508.9	25.0
66	130.0	3.119	4.07300	505.5	25.0
67	132.0	3.117	4.09000	501.4	25.0
68	134.0	3.113	4.10600	504.6	25.0
69	136.0	3.109	4.12300	499.5	25.0
70	138.0	3.106	4.14000	495.9	25.0
71	140.0	3.103	4.15600	496.6	25.0
72	142.0	3.099	4.17300	493.0	25.0
73	144.0	3.097	4.18900	493.9	25.0
74	146.0	3.093	4.20500	491.8	25.0
75	148.0	3.090	4.22200	490.2	25.0
76	150.0	3.086	4.23800	485.1	25.0
77	152.0	3.084	4.25400	486.7	25.0
78	154.0	3.080	4.27000	483.1	25.0
79	156.0	3.077	4.28600	485.2	25.0
80	158.0	3.073	4.30300	481.9	25.0
81	160.0	3.071	4.31900	484.9	25.0
82	162.0	3.067	4.33500	479.8	25.0
83	164.0	3.064	4.35100	479.9	25.0
84	166.0	3.059	4.36600	476.2	25.0
85	168.0	3.059	4.38200	479.0	25.0
86	170.0	3.056	4.39800	475.8	25.0
87	172.0	3.051	4.41400	474.1	25.0
88	174.0	3.048	4.43000	473.3	25.0
89	176.0	3.047	4.44600	476.0	25.0
