$S PC/LIMS V1
$S Devices V1
$S device PC Control V1
P 3.0	S 2213520755
$E
$S device 841 Titrando V1
P 5.841.0014	S 02102
$S ADC1
ADC 3.770.0110	S 08679
$E
$S MSB1
$S 801
S 06255	
$E
$E
$S MSB4
$S 800
S 06203	
$E
$E
$E
$E
$S Sample data V1
250129_Anoxia_V2_2.217		10.0	mL
$E
$S MPL V1
$S Mode 1
1	0.0	6.765	1.00000	0.0	25.0
2	0.2	6.765	1.00300	0.0	25.0
3	0.4	6.765	1.00700	1245.0	25.0
4	0.6	6.766	1.01300	1467.9	25.0
5	0.8	6.765	1.01900	1730.4	25.0
6	1.0	6.766	1.02600	1829.8	25.0
7	1.2	6.766	1.03300	1972.1	25.0
8	1.4	6.766	1.04100	2117.0	25.0
9	1.6	6.766	1.05000	2286.2	25.0
10	1.8	6.766	1.06000	2442.2	25.0
11	2.0	6.763	1.07000	2608.7	25.0
12	2.2	6.754	1.08000	2748.8	25.0
13	2.4	6.745	1.09200	2877.0	25.0
14	2.6	6.744	1.10400	3026.5	25.0
15	2.8	6.742	1.11600	3167.6	25.0
16	3.0	6.742	1.12900	3302.8	25.0
17	3.2	6.741	1.14300	3432.1	25.0
18	3.4	6.734	1.15700	3566.3	25.0
19	3.6	6.728	1.17200	3702.0	25.0
20	3.8	6.723	1.18700	3836.3	25.0
21	4.0	6.713	1.20300	3961.7	25.0
22	4.2	6.686	1.22000	4094.0	25.0
23	4.4	6.679	1.23700	4222.9	25.0
24	4.6	6.680	1.25400	4349.3	25.0
25	4.8	6.668	1.27200	4510.5	25.0
26	5.0	6.635	1.29100	4670.8	25.0
27	5.2	6.635	1.31000	4835.2	25.0
28	5.4	6.658	1.32900	4993.7	25.0
29	5.6	6.666	1.34900	5150.3	25.0
30	5.8	6.664	1.37000	5303.9	25.0
31	6.0	6.657	1.39100	5461.4	25.0
32	6.2	6.654	1.41200	5615.4	25.0
33	6.4	6.640	1.43400	5767.0	25.0
34	6.6	6.609	1.45600	5914.3	25.0
35	6.8	6.608	1.47900	6055.3	25.0
36	7.0	6.606	1.50200	6198.5	25.0
37	7.2	6.601	1.52600	6339.5	25.0
38	7.4	6.596	1.55000	6480.9	25.0
39	7.6	6.586	1.57400	6618.5	25.0
40	7.8	6.571	1.59900	6754.5	25.0
41	8.0	6.568	1.62400	6887.6	25.0
42	8.2	6.560	1.65000	7013.8	25.0
43	8.4	6.548	1.67600	7140.4	25.0
44	8.6	6.497	1.70300	7265.7	25.0
45	8.8	6.389	1.73000	7392.3	25.0
46	9.0	6.408	1.75700	7516.8	25.0
47	9.2	6.420	1.78500	7641.3	25.0
48	9.4	6.389	1.81300	7767.1	25.0
49	9.6	6.389	1.84100	7889.8	25.0
50	9.8	6.398	1.87000	8008.9	25.0
51	10.0	6.359	1.89900	8127.8	25.0
52	10.2	6.323	1.92900	8242.9	25.0
53	10.4	6.362	1.95900	8361.5	25.0
54	10.6	6.395	1.98900	8476.2	25.0
55	10.8	6.368	2.02000	8585.3	25.0
56	11.0	6.326	2.05100	8696.6	25.0
57	11.2	6.345	2.08200	8805.2	25.0
