$S PC/LIMS V1
$S Devices V1
$S device PC Control V1
P 3.0	S 2213520755
$E
$S device 841 Titrando V1
P 5.841.0014	S 02102
$S ADC1
ADC 3.770.0110	S 08679
$E
$S MSB1
$S 801
S 06255	
$E
$E
$S MSB4
$S 800
S 06203	
$E
$E
$E
$E
$S Sample data V1
250107_Anoxia_3.2.146		10.0	mL
$E
$S MPL V1
$S Mode 1
1	0.0	6.383	0.00000	0.0	25.0
2	0.2	6.383	0.00200	0.0	25.0
3	0.4	6.383	0.00600	1005.0	25.0
4	0.6	6.383	0.00900	998.6	25.0
5	0.8	6.383	0.01300	1082.1	25.0
6	1.0	6.384	0.01700	1161.4	25.0
7	1.2	6.384	0.02200	1201.6	25.0
8	1.4	6.384	0.02700	1305.7	25.0
9	1.6	6.384	0.03300	1431.0	25.0
10	1.8	6.384	0.04000	1554.0	25.0
11	2.0	6.384	0.04700	1725.4	25.0
12	2.2	6.384	0.05600	1859.6	25.0
13	2.4	6.384	0.06400	2029.3	25.0
14	2.6	6.384	0.07400	2177.2	25.0
15	2.8	6.383	0.08400	2336.9	25.0
16	3.0	6.378	0.09500	2485.7	25.0
17	3.2	6.362	0.10600	2636.3	25.0
18	3.4	6.344	0.11800	2785.5	25.0
19	3.6	6.309	0.13100	2930.8	25.0
20	3.8	6.283	0.14400	3079.2	25.0
21	4.0	6.273	0.15700	3220.4	25.0
22	4.2	6.234	0.17200	3356.3	25.0
23	4.4	6.217	0.18600	3498.9	25.0
24	4.6	6.209	0.20200	3634.0	25.0
25	4.8	6.196	0.21800	3824.5	25.0
26	5.0	6.189	0.23400	4010.1	25.0
27	5.2	6.171	0.25100	4187.1	25.0
28	5.4	6.161	0.26900	4357.6	25.0
29	5.6	6.157	0.28700	4521.0	25.0
30	5.8	6.115	0.30500	4687.0	25.0
31	6.0	6.066	0.32400	4842.3	25.0
32	6.2	6.024	0.34400	5000.8	25.0
33	6.4	5.934	0.36300	5156.9	25.0
34	6.6	5.678	0.38400	5308.2	25.0
35	6.8	5.558	0.40500	5460.0	25.0
36	7.0	5.435	0.42600	5606.5	25.0
37	7.2	5.314	0.44800	5754.3	25.0
38	7.4	5.193	0.47000	5899.2	25.0
39	7.6	4.915	0.49300	6044.9	25.0
40	7.8	4.650	0.49700	6134.0	25.0
41	8.0	4.429	0.49800	6023.7	25.0
42	8.2	4.359	0.49900	5846.0	25.0
43	8.4	4.136	0.50000	5588.6	25.0
44	8.6	3.917	0.50000	5263.8	25.0
45	8.8	3.649	0.50000	5172.5	25.0
46	9.0	3.573	0.50000	5084.4	25.0
47	9.2	3.453	0.50000	4999.1	25.0
48	9.4	3.413	0.50000	4916.7	25.0
49	9.6	3.338	0.50000	4837.0	25.0
50	9.8	3.318	0.50000	4759.8	25.0
51	10.0	3.346	0.50000	4685.1	25.0
52	10.2	3.322	0.50000	4612.6	25.0
53	10.4	3.331	0.50000	4542.4	25.0
54	10.6	3.325	0.50000	4474.3	25.0
55	10.8	3.291	0.50000	4408.1	25.0
56	11.0	3.264	0.50000	4344.0	25.0
57	11.2	3.261	0.50000	4281.6	25.0
58	11.4	3.262	0.50000	4221.0	25.0
59	11.6	3.268	0.50000	4162.1	25.0
60	11.8	3.259	0.50000	4104.8	25.0
61	12.0	3.246	0.50000	4049.1	25.0
62	12.2	3.241	0.50000	3994.9	25.0
63	12.4	3.236	0.50000	3942.1	25.0
64	12.6	3.233	0.50100	3890.7	25.0
65	12.8	3.232	0.50100	2960.5	25.0
66	13.0	3.232	0.50100	2930.2	25.0
67	13.2	3.230	0.50100	2900.5	25.0
68	13.4	3.231	0.50100	2871.4	25.0
69	13.6	3.231	0.50100	2842.9	25.0
70	13.8	3.235	0.50100	2814.9	25.0
71	14.0	3.236	0.50200	2790.4	25.0
72	14.2	3.236	0.50200	2168.2	25.0
73	14.4	3.236	0.50200	2151.1	25.0
74	14.6	3.238	0.50200	2134.3	25.0
75	14.8	3.239	0.50200	2117.7	25.0
76	15.0	3.239	0.50300	2103.7	25.0
77	15.2	3.240	0.50300	1675.6	25.0
78	15.4	3.241	0.50300	1664.8	25.0
79	15.6	3.241	0.50400	1654.1	25.0
80	15.8	3.240	0.50400	1349.4	25.0
81	16.0	3.240	0.50400	1342.0	25.0
82	16.2	3.239	0.50400	1334.6	25.0
83	16.4	3.236	0.50500	1328.9	25.0
84	16.6	3.235	0.50500	1100.2	25.0
85	16.8	3.235	0.50500	1094.9	25.0
86	17.0	3.234	0.50600	1091.1	25.0
87	17.2	3.233	0.50600	913.7	25.0
88	17.4	3.225	0.50700	909.8	25.0
89	17.6	3.221	0.50700	770.1	25.0
90	17.8	3.223	0.50800	767.1	25.0
91	18.0	3.222	0.50800	654.3	25.0
92	18.2	3.220	0.50900	651.9	25.0
93	18.4	3.222	0.50900	558.2	25.0
94	18.6	3.222	0.51000	556.3	25.0
95	18.8	3.222	0.51000	476.9	25.0
96	19.0	3.220	0.51100	476.3	25.0
97	19.2	3.218	0.51200	407.7	25.0
98	19.4	3.215	0.51200	349.0	25.0
99	19.6	3.216	0.51300	348.9	25.0
100	19.8	3.216	0.51400	296.7	25.0
101	20.0	3.215	0.51500	251.4	25.0
102	20.2	3.217	0.51500	211.2	25.0
103	20.4	3.216	0.51600	211.4	25.0
104	20.6	3.214	0.51700	175.7	25.0
105	20.8	3.209	0.51800	143.8	25.0
106	21.0	3.209	0.51900	115.2	25.0
107	21.2	3.201	0.52000	90.1	25.0
108	21.4	3.194	0.52200	67.6	25.0
109	21.6	3.189	0.52300	30.3	25.0
110	21.8	3.179	0.52400	16.5	25.0
111	22.0	3.172	0.52500	6.6	25.0
112	22.2	3.177	0.52600	0.0	25.0
113	22.4	3.177	0.52700	4.9	25.0
114	22.6	3.175	0.52700	5.0	25.0
115	22.8	3.178	0.52800	5.0	25.0
116	23.0	3.180	0.52800	6.8	25.0
117	23.2	3.171	0.52900	8.6	25.0
118	23.4	3.163	0.53000	25.7	25.0
119	23.6	3.156	0.53000	51.8	25.0
120	23.8	3.148	0.53100	53.6	25.0
121	24.0	3.140	0.53200	88.7	25.0
122	24.2	3.139	0.53300	129.9	25.0
123	24.4	3.138	0.53300	181.6	25.0
124	24.6	3.136	0.53400	182.8	25.0
125	24.8	3.134	0.53500	236.4	25.0
126	25.0	3.133	0.53500	293.9	25.0
127	25.2	3.128	0.53600	294.0	25.0
128	25.4	3.127	0.53700	340.5	25.0
129	25.6	3.128	0.53700	372.9	25.0
130	25.8	3.127	0.53800	372.0	25.0
131	26.0	3.126	0.53900	374.9	25.0
132	26.2	3.125	0.53900	368.4	25.0
133	26.4	3.123	0.54000	367.6	25.0
134	26.6	3.114	0.54100	344.8	25.0
135	26.8	3.114	0.54200	317.4	25.0
136	27.0	3.112	0.54300	287.3	25.0
137	27.2	3.108	0.54300	256.7	25.0
138	27.4	3.108	0.54400	257.1	25.0
139	27.6	3.108	0.54500	245.7	25.0
140	27.8	3.105	0.54600	238.3	25.0
141	28.0	3.099	0.54800	233.6	25.0
142	28.2	3.095	0.54900	228.5	25.0
143	28.4	3.091	0.55000	228.5	25.0
144	28.6	3.089	0.55000	229.4	25.0
145	28.8	3.085	0.55100	230.0	25.0
146	29.0	3.081	0.55200	230.7	25.0
147	29.2	3.082	0.55300	229.9	25.0
148	29.4	3.081	0.55300	231.4	25.0
149	29.6	3.073	0.55400	231.9	25.0
150	29.8	3.060	0.55500	233.1	25.0
151	30.0	3.060	0.55600	232.7	25.0
152	30.2	3.057	0.55600	234.5	25.0
153	30.4	3.060	0.55700	234.9	25.0
154	30.6	3.054	0.55700	234.4	25.0
155	30.8	3.050	0.55800	234.9	25.0
156	31.0	3.045	0.55900	233.3	25.0
157	31.2	3.041	0.55900	233.9	25.0
158	31.4	3.036	0.56000	232.3	25.0
159	31.6	3.034	0.56000	232.0	25.0
160	31.8	3.033	0.56100	232.5	25.0
161	32.0	3.036	0.56200	230.1	25.0
162	32.2	3.038	0.56200	229.7	25.0
163	32.4	3.040	0.56300	230.1	25.0
164	32.6	3.039	0.56400	227.6	25.0
165	32.8	3.036	0.56400	227.0	25.0
166	33.0	3.035	0.56500	227.5	25.0
167	33.2	3.033	0.56600	224.3	25.0
168	33.4	3.028	0.56700	223.1	25.0
169	33.6	3.024	0.56800	222.3	25.0
170	33.8	3.022	0.56900	221.5	25.0
171	34.0	3.019	0.57000	220.9	25.0
172	34.2	3.018	0.57100	221.0	25.0
173	34.4	3.019	0.57200	221.9	25.0
174	34.6	3.014	0.57300	222.5	25.0
175	34.8	3.006	0.57400	223.8	25.0
176	35.0	3.006	0.57400	225.5	25.0
177	35.2	3.006	0.57400	224.0	25.0
178	35.4	3.000	0.57400	222.4	25.0
179	35.6	2.990	0.57400	220.9	25.0
180	35.8	2.984	0.57400	219.4	25.0
